viewer_id,category,device_type,time_of_day,country,upload_day_of_week,watch_time_ratio,sentiment_score,likes_ratio,comment_count,shares,replay_count,video_length_min,subscriber_before,notification_clicked,commented,shared,session_depth,random_noise,thumbnail_hue,recommended
V00206,Gaming,Desktop,Afternoon,IN,Mon,0.3272,-0.1125,0.16,10,0,2,10,0,0,1,0,6,0.1871,103,1
V00207,Music,Mobile,Evening,IN,Tue,0.774,0.2057,0.25,10,0,0,8,1,0,1,0,5,1.0988,118,1
V00208,Gaming,Mobile,Afternoon,CA,Sun,0.3254,-0.2378,0.1541,2,0,1,8,1,0,1,0,2,-0.7967,57,0
V00209,Gaming,Tablet,Night,US,Tue,0.6596,-0.0763,0.2374,3,3,1,5,0,0,1,1,5,-1.0089,42,1
V00210,Vlogs,Mobile,Evening,IN,Sat,0.7994,0.5047,0.1905,9,2,1,60,0,0,1,1,3,-1.1054,37,1
V00211,Music,Desktop,Afternoon,US,Sat,0.3162,0.0848,0.0907,19,2,0,60,0,1,1,1,5,-0.2777,121,1
V00212,Music,Desktop,Afternoon,NG,Fri,0.4811,0.55,0.1065,10,0,2,3,0,0,1,0,1,-0.6516,77,1
V00213,Education,Desktop,Evening,AU,Mon,0.9472,0.3938,0.0997,3,0,0,10,0,1,1,0,4,1.6614,205,0
V00214,Music,Tablet,Morning,BR,Fri,0.5742,0.9834,0.1309,8,0,1,3,0,1,1,0,2,0.2433,320,1
V00215,Education,Mobile,Evening,US,Tue,0.8322,0.4792,0.1149,7,1,0,10,0,0,1,1,1,0.674,91,1
V00216,Education,Mobile,Evening,US,Sun,0.8293,0.7034,0.25,4,0,1,30,1,0,1,0,3,-0.8546,70,1
V00217,Music,Mobile,Evening,US,Sun,0.9314,0.4327,0.2047,11,0,1,30,0,0,1,0,5,-0.0492,252,1
V00218,Music,Mobile,Night,US,Tue,0.6761,0.3983,0.0974,6,0,0,15,1,1,1,0,1,-0.3073,223,1
V00219,Tech Reviews,Mobile,Night,US,Tue,0.7247,0.7226,0.25,5,0,1,60,0,0,1,0,3,0.1911,106,1
V00220,Music,Mobile,Night,CA,Wed,0.4289,0.5341,0.0483,6,0,0,20,0,0,1,0,7,0.3819,202,1
V00221,Vlogs,TV,Afternoon,US,Tue,0.8211,0.3598,0.1372,19,4,1,10,0,1,1,1,3,-0.3538,264,1
V00222,Gaming,Tablet,Morning,IN,Mon,0.8016,0.3581,0.25,14,1,0,20,0,0,1,1,1,-0.2084,80,1
V00223,Education,Mobile,Afternoon,PH,Mon,0.6198,0.4845,0.1728,9,5,1,12,1,0,1,1,4,1.1287,319,1
V00224,Education,Mobile,Night,CA,Tue,0.8546,0.0249,0.1807,6,1,1,12,0,0,1,1,7,-0.9166,280,1
V00225,Education,Tablet,Night,UK,Fri,0.8873,0.0088,0.117,3,0,0,20,1,0,1,0,2,0.7204,96,1
V00226,Comedy,Mobile,Night,UK,Sun,0.6384,0.8217,0.25,5,0,0,15,0,0,1,0,5,0.2907,131,1
V00227,Education,Mobile,Morning,IN,Sat,0.724,0.9885,0.2336,12,0,2,10,1,0,1,0,3,0.7487,309,1
V00228,Tech Reviews,Mobile,Night,US,Fri,0.5794,-0.073,0.25,10,0,0,30,1,1,1,0,5,-0.3122,284,1
V00229,Music,Desktop,Evening,IN,Wed,0.6876,0.0258,0.25,5,1,1,5,0,0,1,1,2,1.0332,163,0
V00230,Tech Reviews,Mobile,Morning,UK,Tue,0.2943,0.7142,0.049,5,0,0,15,0,0,1,0,2,-0.6374,133,1
V00231,Vlogs,Tablet,Evening,PH,Thu,0.5886,0.4827,0.0865,17,0,0,20,0,0,1,0,1,0.5009,192,1
V00232,Vlogs,Mobile,Morning,AU,Mon,0.163,0.537,0.2318,6,0,1,5,0,1,1,0,5,0.4976,70,0
V00233,Vlogs,Mobile,Evening,IN,Fri,0.3569,0.6207,0.0595,12,0,2,8,1,0,1,0,5,0.1564,37,1
V00234,Gaming,Mobile,Afternoon,UK,Fri,0.9353,0.1885,0.2449,5,0,1,8,0,0,1,0,3,1.0261,168,1
V00235,Music,Mobile,Evening,US,Sat,0.5381,0.4054,0.2479,6,0,2,30,0,0,1,0,1,1.1049,147,1
V00236,Education,Desktop,Evening,AU,Mon,0.7672,0.3758,0.0818,8,3,3,15,1,1,1,1,6,0.6839,90,1
V00237,Gaming,Desktop,Night,IN,Sat,0.5794,-0.0462,0.2345,10,1,1,8,1,0,1,1,2,1.776,149,1
V00238,Music,Desktop,Evening,US,Fri,0.7952,0.3997,0.25,3,2,0,30,1,0,1,1,5,-0.4006,270,1
V00239,Gaming,Desktop,Evening,US,Thu,0.744,0.7503,0.1457,2,1,0,10,0,0,1,1,3,-0.2674,317,1
V00240,Comedy,TV,Night,US,Mon,0.8052,0.153,0.1354,6,2,0,15,1,0,1,1,6,0.2858,49,1
V00241,Comedy,TV,Night,AU,Thu,0.228,0.338,0.012,10,1,0,12,0,1,1,1,1,-0.1753,12,0
V00242,Comedy,Desktop,Morning,US,Mon,0.5027,0.3585,0.25,11,1,0,5,0,0,1,1,3,-0.3646,115,0
V00243,Education,Mobile,Evening,IN,Tue,0.838,0.1718,0.0362,18,0,1,20,0,0,1,0,4,-1.4658,117,0
V00244,Gaming,Mobile,Afternoon,IN,Fri,0.3474,0.5372,0.25,4,2,1,10,0,0,1,1,1,0.7785,30,1
V00245,Comedy,Mobile,Morning,IN,Mon,0.5839,0.0216,0.1167,17,0,0,10,1,0,1,0,5,-0.1084,266,1
V00246,Vlogs,Desktop,Evening,PH,Sun,0.3581,0.7864,0.25,23,3,0,8,0,0,1,1,5,-0.0568,119,1
V00247,Comedy,Mobile,Night,PH,Sat,0.7652,0.518,0.2118,4,0,0,20,1,0,1,0,1,-1.018,124,1
V00248,Comedy,Mobile,Afternoon,IN,Wed,0.4829,-0.076,0.2483,5,0,1,8,0,0,1,0,4,-0.3913,350,1
V00249,Tech Reviews,TV,Night,US,Mon,0.0663,0.9252,0.101,4,1,0,8,0,0,1,1,2,0.2368,98,1
V00250,Education,TV,Night,UK,Sun,0.8429,0.3439,0.1529,6,0,0,12,0,1,1,0,3,-1.205,157,1
V00251,Education,TV,Night,IN,Sun,0.9341,0.0053,0.0699,8,3,0,8,0,0,1,1,2,-0.1678,60,1
V00252,Tech Reviews,Mobile,Afternoon,IN,Tue,0.4636,0.6997,0.0241,6,3,0,5,0,0,1,1,2,-0.4347,150,1
V00253,Education,Desktop,Night,CA,Mon,0.7685,0.468,0.2135,0,0,0,15,0,0,0,0,4,-0.1035,14,1
V00254,Gaming,Mobile,Afternoon,US,Sun,0.253,-0.3933,0.25,6,0,2,45,0,1,1,0,6,-0.1799,305,1
V00255,Vlogs,Mobile,Evening,IN,Sat,0.4284,0.0802,0.1876,9,1,1,20,0,0,1,1,4,-1.346,252,0
V00256,Comedy,Mobile,Morning,US,Sat,0.6649,0.3861,0.2247,5,1,1,8,1,1,1,1,6,0.8486,293,1
V00257,Music,Mobile,Morning,AU,Sun,0.4816,-0.5406,0.2263,11,1,0,15,0,1,1,1,2,-2.4648,293,0
V00258,Vlogs,Mobile,Evening,UK,Mon,0.6797,0.3123,0.0741,14,0,0,20,0,0,1,0,4,0.2141,66,0
V00259,Gaming,TV,Evening,CA,Thu,0.4681,0.34,0.25,15,0,1,8,0,0,1,0,5,1.0399,316,1
V00260,Music,Mobile,Afternoon,US,Fri,0.8475,-0.1697,0.25,2,2,0,5,0,0,1,1,5,-0.084,22,1
V00261,Comedy,Desktop,Afternoon,UK,Thu,0.7351,0.3828,0.0969,6,0,1,30,0,0,1,0,4,-1.378,119,1
V00262,Gaming,Mobile,Evening,CA,Fri,0.8613,0.2828,0.0958,10,0,1,10,0,0,1,0,3,0.789,148,1
V00263,Vlogs,Mobile,Morning,US,Wed,0.762,-0.1727,0.25,13,1,2,12,1,0,1,1,2,-1.6135,182,1
V00264,Tech Reviews,Mobile,Night,AU,Sun,0.6031,0.6294,0.0405,0,2,3,8,1,1,0,1,5,-0.3368,58,1
V00265,Music,Mobile,Morning,IN,Wed,0.7245,0.5984,0.25,5,1,1,5,1,0,1,1,2,1.1376,260,1
V00266,Music,Desktop,Afternoon,IN,Thu,0.405,0.1699,0.081,5,2,0,12,0,1,1,1,6,-0.1111,152,1
V00267,Music,Mobile,Afternoon,UK,Fri,0.7381,0.2045,0.216,6,1,1,12,0,0,1,1,2,0.0209,265,1
V00268,Education,Mobile,Evening,IN,Tue,0.6991,0.556,0.1183,5,0,0,20,0,0,1,0,3,1.2317,203,1
V00269,Education,Mobile,Afternoon,IN,Sun,0.5367,0.2037,0.25,3,2,0,30,0,0,1,1,1,-1.5192,351,1
V00270,Tech Reviews,Mobile,Afternoon,IN,Thu,0.1737,-0.4537,0.1966,19,0,2,8,0,1,1,0,4,0.0489,277,1
V00271,Tech Reviews,TV,Night,CA,Mon,0.889,0.465,0.1998,3,4,0,8,1,0,1,1,7,0.0062,57,1
V00272,Tech Reviews,Mobile,Evening,UK,Thu,0.8869,-0.029,0.25,7,0,1,45,0,0,1,0,5,-0.7707,158,1
V00273,Comedy,Desktop,Morning,US,Mon,0.9069,0.1319,0.25,1,0,0,12,1,0,1,0,5,-0.6227,316,1
V00274,Vlogs,Desktop,Evening,US,Sun,0.445,0.834,0.1562,4,0,1,45,0,0,1,0,2,1.0031,157,1
V00275,Vlogs,Tablet,Night,US,Thu,0.6311,0.2291,0.163,4,0,0,10,0,0,1,0,5,-1.8585,245,1
V00276,Tech Reviews,TV,Afternoon,UK,Fri,0.835,0.2807,0.25,1,2,1,10,0,0,1,1,1,-0.1848,81,1
V00277,Music,Desktop,Morning,CA,Tue,0.8601,0.4737,0.0982,8,5,0,20,1,0,1,1,6,-0.7044,202,1
V00278,Music,Desktop,Night,AU,Tue,0.8821,0.472,0.1093,5,0,1,5,0,0,1,0,8,0.1917,290,1
V00279,Tech Reviews,TV,Evening,US,Mon,0.3072,-0.0693,0.1252,5,1,0,12,0,0,1,1,2,-0.5277,219,1
V00280,Tech Reviews,Mobile,Evening,BR,Tue,0.6069,0.2571,0.2098,3,0,1,12,1,0,1,0,5,0.1743,185,0
V00281,Education,Mobile,Morning,IN,Mon,0.5096,0.2937,0.1364,3,1,4,3,0,0,1,1,4,-0.0577,193,1
V00282,Education,Mobile,Morning,NG,Fri,0.7756,0.3834,0.0626,2,0,0,10,1,0,1,0,5,0.0348,134,1
V00283,Gaming,TV,Evening,CA,Tue,0.3496,0.3899,0.0519,15,0,0,12,0,0,1,0,1,-0.1064,337,0
V00284,Vlogs,TV,Afternoon,CA,Sat,0.3981,1.0,0.25,2,1,1,5,1,1,1,1,4,0.0955,341,1
V00285,Gaming,Mobile,Evening,US,Tue,0.83,-0.1668,0.241,7,0,2,3,1,0,1,0,4,0.2063,219,1
V00286,Vlogs,Desktop,Evening,US,Tue,0.4543,0.6524,0.25,11,1,1,15,1,0,1,1,4,0.0636,340,1
V00287,Vlogs,Mobile,Afternoon,US,Fri,0.5713,0.7297,0.25,5,0,0,8,1,1,1,0,3,-0.19,333,1
V00288,Education,Mobile,Night,CA,Mon,0.3175,0.4673,0.0592,7,0,2,10,0,1,1,0,4,1.0096,152,0
V00289,Vlogs,Tablet,Night,UK,Sun,0.5105,0.0329,0.155,8,0,2,5,0,0,1,0,4,-0.93,0,0
V00290,Gaming,Mobile,Evening,AU,Fri,0.6651,0.9126,0.25,5,0,2,5,1,0,1,0,2,2.1654,20,1
V00291,Gaming,Mobile,Morning,UK,Thu,0.678,-0.553,0.2468,6,0,1,8,1,1,1,0,4,-0.8765,287,1
V00292,Tech Reviews,Desktop,Morning,AU,Sat,0.4237,0.0204,0.2245,7,0,1,3,0,1,1,0,5,-0.4828,93,1
V00293,Education,Desktop,Evening,US,Tue,0.6904,0.7252,0.25,5,0,0,20,0,1,1,0,1,-1.8263,50,1
V00294,Gaming,Mobile,Afternoon,US,Sat,0.6535,0.1394,0.25,30,1,0,30,0,0,1,1,2,-0.3028,263,1
V00295,Vlogs,Desktop,Night,UK,Mon,0.509,0.8867,0.1636,6,0,0,15,0,0,1,0,3,0.881,45,1
V00296,Tech Reviews,Mobile,Afternoon,UK,Mon,0.4789,-0.2945,0.1109,2,0,1,20,0,1,1,0,3,-0.9609,227,1
V00297,Gaming,Mobile,Evening,UK,Sun,0.3272,-0.1426,0.25,10,2,1,8,1,0,1,1,6,1.3661,87,0
V00298,Music,Mobile,Afternoon,AU,Tue,0.769,0.078,0.1844,5,0,2,12,1,0,1,0,6,-0.1753,328,1
V00299,Gaming,Desktop,Evening,US,Thu,0.6729,0.4386,0.0373,5,0,1,8,0,1,1,0,1,-1.4125,224,1
V00300,Gaming,Mobile,Morning,UK,Mon,0.829,0.1956,0.25,13,0,2,60,0,1,1,0,9,-0.834,60,1
V00301,Vlogs,Tablet,Evening,PH,Sun,0.4816,0.0936,0.1918,7,2,1,5,0,1,1,1,4,0.4696,220,0
V00302,Vlogs,TV,Afternoon,US,Sat,0.7395,0.8198,0.1371,27,0,1,12,1,0,1,0,5,-0.5327,56,1
V00303,Music,Tablet,Night,NG,Thu,0.277,0.8551,0.25,9,1,0,5,0,0,1,1,2,1.609,126,1
V00304,Music,Mobile,Morning,BR,Thu,0.427,0.1225,0.25,1,0,1,5,0,0,1,0,6,-0.6939,63,0
V00305,Comedy,Tablet,Night,US,Sat,0.7652,-0.3697,0.25,10,0,0,20,1,1,1,0,4,-0.1119,99,1
V00306,Vlogs,Mobile,Night,US,Wed,0.4498,-0.5398,0.25,8,2,1,5,1,0,1,1,4,-0.6346,46,1
V00307,Education,Mobile,Afternoon,UK,Sat,0.749,0.3709,0.1438,5,1,0,3,0,0,1,1,4,0.9181,260,0
V00308,Tech Reviews,Mobile,Night,AU,Wed,0.9703,0.5293,0.1343,8,1,3,45,1,0,1,1,1,-1.4938,220,1
V00309,Education,Mobile,Morning,IN,Wed,0.9429,0.3039,0.1163,1,0,2,8,1,0,1,0,3,-2.0618,328,1
V00310,Vlogs,Desktop,Night,IN,Mon,0.4555,0.2531,0.0828,4,4,1,30,0,1,1,1,3,-0.5384,226,0
V00311,Gaming,Mobile,Evening,AU,Fri,0.5687,-0.0257,0.25,15,3,0,45,1,0,1,1,5,-0.2164,132,1
V00312,Gaming,Mobile,Afternoon,US,Mon,0.945,0.5289,0.25,4,0,0,20,0,1,1,0,4,-1.6946,125,1
V00313,Comedy,Desktop,Afternoon,PH,Thu,0.4097,0.9177,0.1006,8,0,1,5,1,0,1,0,2,0.4293,35,1
V00314,Tech Reviews,Mobile,Morning,CA,Sun,0.845,-0.5624,0.1953,5,3,0,8,1,1,1,1,4,0.7075,34,0
V00315,Music,Desktop,Night,IN,Fri,0.6055,0.2505,0.0549,1,0,1,8,0,0,1,0,5,-0.3536,110,1
V00316,Vlogs,Mobile,Morning,PH,Mon,0.9154,-0.0887,0.25,2,2,0,15,1,0,1,1,1,-0.6819,1,1
V00317,Gaming,TV,Evening,CA,Sun,0.5416,-0.2864,0.0685,2,1,1,8,1,1,1,1,1,1.4624,70,1
V00318,Gaming,TV,Evening,US,Wed,0.4856,-0.1494,0.125,3,1,1,3,0,0,1,1,4,-1.1127,270,1
V00319,Education,Mobile,Night,UK,Sun,0.9332,0.4243,0.25,5,1,0,12,1,0,1,1,2,0.5311,331,1
V00320,Vlogs,Mobile,Afternoon,IN,Wed,0.7941,0.4339,0.0848,14,2,1,15,1,1,1,1,2,-0.4777,231,1
V00321,Music,Mobile,Evening,US,Sun,0.6192,0.8349,0.25,8,4,2,12,0,0,1,1,3,0.1829,136,0
V00322,Music,TV,Evening,BR,Sun,0.4973,0.2833,0.0598,7,0,0,12,0,1,1,0,4,0.7888,253,0
V00323,Education,Mobile,Evening,US,Mon,0.9196,-0.3881,0.073,8,0,0,12,0,0,1,0,3,0.3195,221,0
V00324,Comedy,Mobile,Morning,CA,Fri,0.5395,0.1895,0.2134,4,2,3,10,0,0,1,1,5,-1.8111,106,1
V00325,Music,Mobile,Afternoon,IN,Thu,0.7369,-0.2468,0.1785,8,1,0,45,0,0,1,1,3,0.9135,252,1
V00326,Vlogs,Mobile,Afternoon,US,Tue,0.3438,-0.1786,0.1843,17,2,0,20,0,0,1,1,4,-1.9179,91,1
V00327,Music,Mobile,Evening,NG,Sun,0.4629,0.5006,0.2079,15,1,1,10,0,0,1,1,1,0.663,15,0
V00328,Vlogs,TV,Afternoon,PH,Fri,0.6747,0.3538,0.1555,3,1,0,3,0,0,1,1,4,0.4515,206,1
V00329,Education,Mobile,Evening,IN,Thu,0.462,0.5033,0.2423,4,0,1,30,0,0,1,0,2,-0.2846,96,1
V00330,Education,Mobile,Afternoon,US,Sun,0.2803,0.1442,0.25,5,2,1,20,1,0,1,1,2,0.463,109,1
V00331,Tech Reviews,TV,Night,US,Thu,0.6238,0.5804,0.154,6,0,1,5,0,1,1,0,4,-1.1143,340,1
V00332,Gaming,TV,Night,UK,Sat,0.9613,0.1229,0.25,10,0,0,15,1,1,1,0,5,-1.3339,45,1
V00333,Gaming,Mobile,Evening,US,Sat,0.4152,0.7043,0.1344,7,0,1,12,1,0,1,0,2,0.5526,148,1
V00334,Gaming,Mobile,Afternoon,IN,Sun,0.8306,0.411,0.2397,9,0,1,8,1,0,1,0,3,-0.3337,54,1
V00335,Gaming,Mobile,Afternoon,BR,Wed,0.792,0.2013,0.1505,5,0,2,20,1,0,1,0,5,1.4935,267,1
V00336,Tech Reviews,Tablet,Morning,IN,Mon,0.5506,0.3606,0.2175,22,2,0,10,0,0,1,1,3,-0.3627,236,0
V00337,Music,Mobile,Afternoon,PH,Sat,0.4762,0.2732,0.0255,11,0,3,30,0,1,1,0,3,-1.023,243,1
V00338,Vlogs,Tablet,Evening,CA,Mon,0.3285,0.8865,0.025,9,0,0,5,0,0,1,0,6,2.6415,199,1
V00339,Gaming,Desktop,Evening,IN,Sat,0.5688,0.3733,0.25,9,1,1,30,1,1,1,1,5,-1.4238,75,1
V00340,Vlogs,Mobile,Night,PH,Fri,0.7333,0.2794,0.0896,8,1,1,5,0,0,1,1,2,0.15,350,1
V00341,Vlogs,Mobile,Afternoon,IN,Tue,0.3176,0.1894,0.25,2,0,2,3,1,0,1,0,1,0.1075,140,0
V00342,Gaming,Mobile,Evening,PH,Sat,0.8318,0.6004,0.25,9,2,0,15,0,1,1,1,2,0.7136,223,1
V00343,Vlogs,Mobile,Evening,US,Mon,0.6589,0.549,0.1169,9,0,1,15,0,0,1,0,3,-0.3371,56,0
V00344,Education,Mobile,Evening,US,Mon,0.5298,0.1759,0.25,4,0,0,8,1,0,1,0,1,-0.2736,57,1
V00345,Music,Desktop,Afternoon,PH,Sat,0.5792,-0.1591,0.2306,0,0,2,30,1,0,0,0,1,-0.1492,93,0
V00346,Music,Tablet,Evening,IN,Wed,0.522,-0.0627,0.242,9,4,2,20,1,1,1,1,3,1.8007,199,1
V00347,Gaming,Desktop,Evening,PH,Tue,0.7398,0.21,0.1667,4,0,0,10,1,0,1,0,4,0.8655,270,1
V00348,Education,Desktop,Evening,NG,Sun,0.5629,0.7926,0.25,14,1,1,12,1,0,1,1,1,-0.8535,123,1
V00349,Music,Mobile,Night,US,Mon,0.9455,0.1849,0.2172,4,2,0,20,1,1,1,1,2,-0.5285,94,1
V00350,Vlogs,Mobile,Afternoon,IN,Tue,0.7732,0.0542,0.1018,4,1,0,20,0,0,1,1,1,-0.1312,72,0
V00351,Tech Reviews,Mobile,Morning,UK,Thu,0.2462,-0.3891,0.25,24,0,1,20,0,0,1,0,5,-0.8957,155,0
V00352,Music,Desktop,Evening,IN,Thu,0.5383,0.8551,0.1727,3,0,0,10,1,1,1,0,2,-1.6071,61,1
V00353,Gaming,Tablet,Evening,AU,Sun,0.7504,0.4962,0.25,1,0,1,20,1,1,1,0,6,-0.6807,18,1
V00354,Gaming,Desktop,Afternoon,US,Sat,0.6093,0.5825,0.1462,6,1,1,15,0,1,1,1,8,-0.9112,175,1
V00355,Music,Mobile,Night,IN,Mon,0.8215,0.6454,0.0426,7,1,1,15,0,1,1,1,5,1.5764,72,1
V00356,Gaming,Mobile,Night,CA,Tue,0.6792,0.2174,0.2012,7,0,0,45,1,1,1,0,2,0.0844,54,1
V00357,Vlogs,Desktop,Night,US,Tue,0.7143,0.3121,0.2006,5,1,0,15,0,0,1,1,1,-1.4992,56,1
V00358,Comedy,Mobile,Afternoon,AU,Mon,0.3998,0.8457,0.25,4,1,0,30,0,0,1,1,3,-0.3082,290,1
V00359,Vlogs,TV,Night,IN,Mon,0.7647,0.3482,0.25,3,1,2,20,0,0,1,1,6,0.4386,219,1
V00360,Education,TV,Evening,NG,Sat,0.5812,0.5033,0.114,2,3,0,5,0,1,1,1,3,0.7324,42,1
V00361,Music,Desktop,Evening,UK,Wed,0.4303,0.6108,0.0969,9,2,0,10,0,1,1,1,2,0.1985,169,0
V00362,Vlogs,Mobile,Evening,US,Sun,0.1956,0.5243,0.2151,12,0,2,15,0,0,1,0,7,0.5276,276,0
V00363,Vlogs,Mobile,Night,IN,Fri,0.6385,0.2313,0.1962,12,1,3,12,0,1,1,1,2,-0.1399,192,1
V00364,Comedy,Mobile,Evening,US,Mon,0.7416,0.2671,0.0859,4,4,4,45,1,0,1,1,3,-0.1375,315,1
V00365,Education,Mobile,Afternoon,BR,Tue,0.5795,0.5755,0.25,6,0,0,15,0,0,1,0,9,3.2933,328,1
V00366,Comedy,Mobile,Evening,US,Tue,0.8103,0.5749,0.176,5,1,1,30,0,1,1,1,6,-0.6018,158,1
V00367,Comedy,Desktop,Evening,AU,Thu,0.618,0.7239,0.1615,10,0,1,8,0,0,1,0,5,-1.2592,33,1
V00368,Gaming,Desktop,Afternoon,IN,Mon,0.2023,0.4894,0.25,16,2,0,30,0,1,1,1,1,-0.4378,282,1
V00369,Gaming,Mobile,Night,UK,Wed,0.8657,0.5067,0.2137,3,2,0,15,0,1,1,1,7,-0.1086,111,1
V00370,Gaming,Mobile,Evening,US,Wed,0.8224,0.1104,0.25,6,0,1,8,0,1,1,0,3,-1.5663,163,0
V00371,Gaming,Mobile,Evening,IN,Sun,0.6009,0.0592,0.2162,2,0,0,12,0,0,1,0,4,0.5014,289,1
V00372,Gaming,Mobile,Morning,IN,Fri,0.1854,0.5766,0.1803,6,0,0,45,1,1,1,0,2,-0.6098,300,1
V00373,Music,TV,Evening,US,Wed,0.8918,0.0618,0.0698,1,1,0,45,0,1,1,1,4,-2.3131,42,1
V00374,Gaming,Mobile,Morning,NG,Fri,0.5447,0.2721,0.1051,6,1,3,3,0,1,1,1,3,-0.0206,342,1
V00375,Education,Mobile,Morning,UK,Sat,0.5332,0.804,0.1633,1,0,1,10,0,0,1,0,4,-0.8122,341,1
V00376,Tech Reviews,Mobile,Evening,UK,Mon,0.8164,0.7438,0.25,9,1,2,30,1,0,1,1,7,1.0141,307,1
V00377,Gaming,TV,Evening,IN,Sat,0.27,0.3947,0.0591,11,0,0,3,0,1,1,0,7,-1.0103,131,1
V00378,Tech Reviews,Desktop,Evening,US,Sat,0.7154,0.1675,0.25,9,1,1,45,1,1,1,1,6,-0.5413,130,1
V00379,Education,Mobile,Morning,NG,Tue,0.6676,0.2331,0.0576,10,0,2,12,0,1,1,0,2,0.345,288,1
V00380,Gaming,Mobile,Evening,UK,Mon,0.2751,0.6097,0.25,17,1,1,5,1,0,1,1,6,-0.3691,314,1
V00381,Music,Desktop,Afternoon,US,Fri,0.7189,0.2661,0.1104,6,3,0,10,1,0,1,1,4,-0.9447,263,1
V00382,Music,Tablet,Night,UK,Sat,0.5558,0.0679,0.25,17,0,0,20,0,1,1,0,1,-0.9476,123,0
V00383,Tech Reviews,Mobile,Evening,IN,Tue,0.7973,0.742,0.2039,0,0,0,60,1,0,0,0,1,1.2001,205,1
V00384,Music,TV,Evening,IN,Mon,0.2325,0.349,0.1679,3,0,0,8,0,0,1,0,9,-0.5347,99,1
V00385,Tech Reviews,Tablet,Afternoon,CA,Mon,0.7084,0.0606,0.0922,8,0,1,15,0,0,1,0,1,-1.202,165,1
V00386,Education,TV,Morning,US,Thu,0.8099,0.462,0.25,8,1,1,30,0,0,1,1,6,-0.2519,190,1
V00387,Gaming,Desktop,Night,US,Sat,0.7706,0.6491,0.1055,3,0,0,30,1,0,1,0,2,-0.1459,141,1
V00388,Tech Reviews,Desktop,Afternoon,AU,Fri,0.3274,-0.1029,0.0711,3,0,2,12,0,0,1,0,1,0.5746,227,0
V00389,Tech Reviews,Mobile,Evening,US,Tue,0.5149,0.2038,0.25,7,0,0,30,1,0,1,0,4,-1.2842,219,1
V00390,Comedy,Desktop,Evening,PH,Wed,0.4882,0.1863,0.25,3,2,0,8,1,1,1,1,5,1.6994,173,0
V00391,Vlogs,Mobile,Morning,US,Sun,0.6623,0.4519,0.25,6,1,1,15,0,0,1,1,2,-0.5416,222,1
V00392,Education,Desktop,Night,PH,Thu,0.6679,0.5202,0.0422,3,0,0,15,1,0,1,0,2,1.7269,256,1
V00393,Tech Reviews,Mobile,Evening,UK,Thu,0.4716,0.0704,0.1438,11,0,3,20,0,1,1,0,3,0.203,175,1
V00394,Education,Desktop,Afternoon,IN,Mon,0.9684,-0.2872,0.0442,6,0,0,8,1,0,1,0,6,0.5672,331,1
V00395,Comedy,TV,Morning,US,Sun,0.2875,0.6721,0.2025,1,1,2,15,1,0,1,1,9,0.8262,356,0
V00396,Tech Reviews,Mobile,Afternoon,US,Tue,0.4667,-0.1456,0.2462,3,1,1,15,0,0,1,1,3,-0.4144,325,0
V00397,Vlogs,TV,Night,US,Sun,0.67,0.383,0.25,5,0,0,5,0,0,1,0,3,-1.3565,157,1
V00398,Tech Reviews,Mobile,Evening,US,Sun,0.7586,0.2298,0.1707,5,0,0,10,0,0,1,0,5,0.7173,249,1
V00399,Tech Reviews,TV,Afternoon,UK,Tue,0.8354,0.3417,0.103,3,3,1,8,1,1,1,1,4,2.1696,16,1
V00400,Gaming,Mobile,Morning,IN,Thu,0.6985,0.9075,0.2192,12,0,0,60,1,1,1,0,3,0.0107,76,1
V00401,Comedy,Mobile,Evening,IN,Wed,0.6907,1.0,0.0923,10,0,2,60,1,1,1,0,2,0.0567,249,1
V00402,Vlogs,TV,Evening,AU,Thu,0.2444,-0.3407,0.25,0,0,2,10,0,0,0,0,1,0.3331,165,0
V00403,Tech Reviews,Mobile,Evening,CA,Mon,0.4451,0.6539,0.2485,25,1,2,20,0,0,1,1,3,-1.4602,47,1
V00404,Education,TV,Afternoon,IN,Sun,0.402,0.2206,0.2454,8,0,0,20,1,0,1,0,3,1.1765,312,1
V00405,Tech Reviews,Mobile,Afternoon,UK,Wed,0.7428,0.6782,0.25,4,3,2,30,0,0,1,1,3,-1.2416,155,1
V00406,Education,Mobile,Evening,IN,Sun,0.4107,0.6438,0.2411,7,1,1,8,0,1,1,1,5,1.4957,331,1
V00407,Gaming,Mobile,Night,UK,Fri,0.7074,0.8157,0.0638,1,3,1,15,1,0,1,1,3,0.2612,11,1
V00408,Comedy,Desktop,Afternoon,PH,Tue,0.4661,0.3883,0.0957,4,0,2,8,1,0,1,0,3,1.2797,274,1
V00409,Gaming,Mobile,Evening,US,Sat,0.6527,-0.058,0.2312,7,3,1,15,1,0,1,1,4,-1.7844,197,1
V00410,Education,Mobile,Evening,US,Sun,0.6155,0.6325,0.1089,21,3,0,30,0,0,1,1,3,0.8787,261,0
V00411,Comedy,Mobile,Evening,CA,Tue,0.6115,0.3248,0.25,9,0,1,5,0,0,1,0,2,0.1889,209,1
V00412,Comedy,Mobile,Afternoon,US,Fri,0.6613,0.1911,0.25,17,3,0,15,1,0,1,1,1,-0.25,127,1
V00413,Vlogs,Tablet,Night,PH,Fri,0.5347,0.099,0.139,9,0,2,15,0,0,1,0,5,1.1466,47,1
